"SiteID","Date","SpeciesCode","Penetration","Altitude","Easting","Northing","card","m","y","catchname","catch","locality","time","org","map","fishmeth","effort","pass","abund","number","minl","maxl","nzreach"
"Hoteo River",2017-06-15,"gobhut",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","efp",NA,NA,"",1,NA,NA,2001036
"Hoteo River",2017-06-15,"anguil",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","efp",NA,NA,"",0,NA,NA,2001036
"Hoteo River",2017-06-15,"nospec",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","fys",NA,NA,"",NA,NA,NA,2001036
"Hoteo River",2017-06-15,"nospec",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","tfb",NA,NA,"",NA,NA,NA,2001036
"Hoteo River",2017-06-15,"galmac",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","tfb",NA,NA,"",1,NA,NA,2001036
"Hoteo River",2017-06-15,"anguil",38,44,2648770,6542602,115564,6,2017,"Hoteo River","457.000","Hoteo River tributary","0900","wild","Q09","efp",NA,NA,"",1,NA,NA,2001036
"Hoteo River",2017-06-15,"gobhut",38,44,2648770,6542602,115564,6,2017,"Hoteo River","457.000","Hoteo River tributary","0900","wild","Q09","tfu",NA,NA,"",1,NA,NA,2001036
"Hoteo River",2017-06-15,"galmac",38,44,2648770,6542602,115564,6,2017,"Hoteo River","457.000","Hoteo River tributary","0900","wild","Q09","tfu",NA,NA,"",2,NA,NA,2001036
"Hoteo River",2017-06-15,"angdie",35,38,2649976,6541030,115565,6,2017,"Hoteo River","457.000","Hoteo River","0908","wild","Q09","fys",NA,NA,"",3,NA,NA,2001167
"Hoteo River",2017-06-15,"galmac",35,38,2649976,6541030,115565,6,2017,"Hoteo River","457.000","Hoteo River","0908","wild","Q09","tfu",NA,NA,"",4,NA,NA,2001167
"Hoteo River",2017-06-15,"gobiom",35,38,2649976,6541030,115565,6,2017,"Hoteo River","457.000","Hoteo River","0908","wild","Q09","tfu",NA,NA,"",4,NA,NA,2001167
"McCullochs Creek",2017-05-15,"saltru",27,228,2301078,5768309,110839,5,2017,"McCullochs Creek","893.000","McCullochs Creek","1445","wild","H34","efp",NA,NA,"",2,NA,NA,12042153
"McCullochs Creek",2017-05-15,"chefos",27,228,2301078,5768309,110839,5,2017,"McCullochs Creek","893.000","McCullochs Creek","1445","wild","H34","efp",NA,NA,"",4,NA,NA,12042153
"McCullochs Creek",2017-05-15,"galbre",27,228,2301078,5768309,110839,5,2017,"McCullochs Creek","893.000","McCullochs Creek","1445","wild","H34","efp",NA,NA,"",27,NA,NA,12042153
"Aparima River",2017-03-15,"galgol",66,178,2124051,5460369,115260,3,2017,"Aparima River","789.203","Wairio Stream","0920","fsl","D45","efp",NA,NA,"",4,NA,NA,15044770
"Aparima River",2017-03-15,"gobbre",66,178,2124051,5460369,115260,3,2017,"Aparima River","789.203","Wairio Stream","0920","fsl","D45","efp",NA,NA,"",3,NA,NA,15044770
"Aparima River",2017-03-15,"angdie",66,178,2124051,5460369,115260,3,2017,"Aparima River","789.203","Wairio Stream","0920","fsl","D45","efp",NA,NA,"",3,NA,NA,15044770
"Aparima River",2017-03-15,"parane",66,178,2124051,5460369,115260,3,2017,"Aparima River","789.203","Wairio Stream","0920","fsl","D45","vbd",NA,NA,"",4,NA,NA,15044770
"Kaeo River",2016-11-15,"gobhut",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",54,NA,NA,1004664
"Kaeo River",2016-11-15,"galfas",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",6,NA,NA,1004664
"Kaeo River",2016-11-15,"gobhub",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",12,NA,NA,1004664
"Kaeo River",2016-11-15,"galmac",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",1,NA,NA,1004664
"Kaeo River",2016-11-15,"retret",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",4,NA,NA,1004664
"Kaeo River",2016-11-15,"angdie",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",5,NA,NA,1004664
"Kaeo River",2016-11-15,"angaus",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",4,NA,NA,1004664
"Kaeo River",2016-11-15,"chefos",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",11,NA,NA,1004664
"Kaeo River",2016-11-15,"anguil",18,75,2589018,6673780,110087,11,2016,"Kaeo River","026.000","Kaeo River","1335","mcgl","P04","efp",NA,NA,"",20,NA,NA,1004664
"Taieri R",2016-11-15,"galpul",44,544,2279742,5476157,109665,11,2016,"Taieri R","743.050","Munros Dam Stream","2345","wwcl","H45","spo",NA,NA,"p",NA,NA,NA,14062122
"Akaroa Hbr",2016-09-15,"angdie",1,63,2501290,5710924,102653,9,2016,"Akaroa Hbr","674.110","Wainui Stream","1030","niwa","N36","efp",NA,NA,"",2,NA,NA,13055857
"Akaroa Hbr",2016-09-15,"galbre",1,63,2501290,5710924,102653,9,2016,"Akaroa Hbr","674.110","Wainui Stream","1030","niwa","N36","efp",NA,NA,"n",NA,NA,NA,13055857
"Akaroa Hbr",2016-09-15,"gobcot",1,63,2501290,5710924,102653,9,2016,"Akaroa Hbr","674.110","Wainui Stream","1030","niwa","N36","efp",NA,NA,"p",NA,NA,NA,13055857
"Akaroa Hbr",2016-09-15,"gobhut",1,63,2501290,5710924,102653,9,2016,"Akaroa Hbr","674.110","Wainui Stream","1030","niwa","N36","efp",NA,NA,"p",NA,NA,NA,13055857
"Wairoa River",2016-07-15,"neodiv",NA,NA,2620864,6619895,113395,7,2016,"Wairoa River","466.000","Wairua River Wildlife Management Reserve","","ind","P08","kbt",NA,NA,"",2,NA,NA,NA
"Wairoa River",2016-07-15,"nospec",NA,NA,2620864,6619895,113395,7,2016,"Wairoa River","466.000","Wairua River Wildlife Management Reserve","","ind","P08","kbt",NA,NA,"",NA,NA,NA,NA
"Wairoa River",2016-07-15,"angdie",16,94,2695167,6461659,116338,7,2016,"Wairoa River","085.000","Wairoa River tributary","","bml","S11","efp",NA,NA,"",7,NA,NA,2007578
"Wairoa River",2016-07-15,"galfas",16,94,2695167,6461659,116338,7,2016,"Wairoa River","085.000","Wairoa River tributary","","bml","S11","efp",NA,NA,"",1,NA,NA,2007578
"Owhiro Stream",2016-05-15,"angdie",1,40,2657101,5984405,116171,5,2016,"Owhiro Stream","301.000","Owhiro Stream","1200","wnrc","R27","efp",NA,NA,"",4,NA,NA,9015242
"Owhiro Stream",2016-05-15,"angaus",1,40,2657101,5984405,116171,5,2016,"Owhiro Stream","301.000","Owhiro Stream","1200","wnrc","R27","efp",NA,NA,"",4,NA,NA,9015242
"Owhiro Stream",2016-05-15,"galfas",1,40,2657101,5984405,116171,5,2016,"Owhiro Stream","301.000","Owhiro Stream","1200","wnrc","R27","efp",NA,NA,"",1,NA,NA,9015242
"Owhiro Stream",2016-05-15,"gobhut",1,40,2657101,5984405,116171,5,2016,"Owhiro Stream","301.000","Owhiro Stream","1200","wnrc","R27","efp",NA,NA,"",3,NA,NA,9015242
"Waitangi River",2016-02-15,"galfas",20,101,2595647,6658514,113381,2,2016,"Waitangi River","037.000","Waihaua Stream tributary","","ind","P05","kbt",NA,NA,"",2,NA,NA,1007464
"Waimakariri River",2015-03-15,"angdie",15,19,2478274,5766257,103494,3,2015,"Waimakariri River","664.000","North Brook","1500","docc","M35","fys",NA,NA,"",5,NA,NA,13038704
"Waimakariri River",2015-03-15,"saltru",15,19,2478274,5766257,103494,3,2015,"Waimakariri River","664.000","North Brook","1500","docc","M35","fys",NA,NA,"",1,NA,NA,13038704
"Waimakariri River",2015-03-15,"saltru",15,19,2478274,5766257,103494,3,2015,"Waimakariri River","664.000","North Brook","1500","docc","M35","trn",NA,NA,"",3,NA,NA,13038704
"Woodcock Stream",2015-01-15,"gobgob",0,23,2755738,6489374,116332,1,2015,"Woodcock Stream","114.000","Woodcock Stream","0827","bml","T10","efp",NA,NA,"",8,NA,NA,3001044
"Woodcock Stream",2015-01-15,"angdie",0,23,2755738,6489374,116332,1,2015,"Woodcock Stream","114.000","Woodcock Stream","0827","bml","T10","efp",NA,NA,"",5,NA,NA,3001044
"Woodcock Stream",2015-01-15,"galfas",0,23,2755738,6489374,116332,1,2015,"Woodcock Stream","114.000","Woodcock Stream","0827","bml","T10","efp",NA,NA,"",9,NA,NA,3001044
"Woodcock Stream",2015-01-15,"gobhut",0,23,2755738,6489374,116332,1,2015,"Woodcock Stream","114.000","Woodcock Stream","0827","bml","T10","efp",NA,NA,"",9,NA,NA,3001044
"Woodcock Stream",2015-01-15,"chefos",0,23,2755738,6489374,116332,1,2015,"Woodcock Stream","114.000","Woodcock Stream","0827","bml","T10","efp",NA,NA,"",1,NA,NA,3001044
"Woodcock Stream",2015-01-15,"gobcot",0,23,2755738,6489374,116332,1,2015,"Woodcock Stream","114.000","Woodcock Stream","0827","bml","T10","efp",NA,NA,"",7,NA,NA,3001044
"Waimea Inlet",2014-08-15,"angaus",NA,NA,2525022,5983993,102364,8,2014,"Waimea Inlet","573","Unnamed Pond","1000","f&ws","N27","efp",2900,NA,"",67,300,690,NA
"Waimea Inlet",2014-08-15,"angdie",NA,NA,2525022,5983993,102364,8,2014,"Waimea Inlet","573","Unnamed Pond","1000","f&ws","N27","efp",2900,NA,"",4,420,630,NA
"Waitara R",2014-04-15,"galmac",3,35,2616840,6243183,101958,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",83,NA,NA,6001975
"Waitara R",2014-04-15,"angaus",3,35,2616840,6243183,101958,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",2,NA,NA,6001975
"Waitara R",2014-04-15,"gobiom",3,35,2616840,6243183,101958,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",5,NA,NA,6001975
"Waitara R",2014-04-15,"gamaff",3,35,2616840,6243183,101958,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",39,NA,NA,6001975
"Waitara R",2014-04-15,"galmac",3,34,2616822,6243260,101959,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",2,NA,NA,6001961
"Waitara R",2014-04-15,"gobiom",3,34,2616822,6243260,101959,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",4,NA,NA,6001961
"Waitara R",2014-04-15,"angaus",3,34,2616822,6243260,101959,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",2,NA,NA,6001961
"Waitara R",2014-04-15,"gamaff",3,34,2616822,6243260,101959,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",4,NA,NA,6001961
"Waitara R",2014-04-15,"gobiom",3,34,2616821,6243295,101960,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",5,NA,NA,6001961
"Waitara R",2014-04-15,"gamaff",3,34,2616821,6243295,101960,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",39,NA,NA,6001961
"Waitara R",2014-04-15,"galmac",3,34,2616821,6243295,101960,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",83,NA,NA,6001961
"Waitara R",2014-04-15,"angaus",3,34,2616821,6243295,101960,4,2014,"Waitara R","395.000","Waitara River tributary","","docz","q19","gmt",2,NA,"",2,NA,NA,6001961
